"Id","Menu","Nivel","Padre","Ruta","ClaimMenu","Claim","Estado","Actual","OrigenAngular","VistaSQL","ApiVieja","ModeloViejo","Regla","Accion"
"831","Semanal","2","830","/nomina/configuracion/periodos/semanal","Periodo_Semanal","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomPeriodoActivos.razor","","AUX_VW_AuxCalcIMSSSemanal.sql","grp-extreme-api\src\modules\sis\periodoSemanal","grp-extreme\src\app\core\models\sis\periodosemanal","FK: vista para lectura + entidad/SP para guardar","Preparar Vw* para joins/FK"
"832","Quincenal","2","830","/nomina/configuracion/periodos/quincenal","Periodo_Quincenal","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomPeriodoActivos.razor","","AUX_VW_AuxCalcIMSSQuincenal.sql","grp-extreme-api\src\modules\sis\periodoQuincenal","grp-extreme\src\app\core\models\sis\periodoquincenal","FK: vista para lectura + entidad/SP para guardar","Preparar Vw* para joins/FK"
"833","Mensual","2","830","/nomina/configuracion/periodos/mensual","Periodo_Mensual","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomPeriodoActivos.razor","","AUX_VW_AuxCalcIMSSMensual.sql","grp-extreme-api\src\modules\sis\periodoMensual","grp-extreme\src\app\core\models\sis\periodomensual","FK: vista para lectura + entidad/SP para guardar","Preparar Vw* para joins/FK"
"834","Bimestral","2","830","/nomina/configuracion/periodos/bimestral","Periodo_Bimestral","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomPeriodoActivos.razor","","","grp-extreme-api\src\modules\sis\periodoBimestral","grp-extreme\src\app\core\models\sis\periodobimestral","FK: vista para lectura + entidad/SP para guardar","Preparar Vw* para joins/FK"
"840","Tablas ISR","1","800","/","Nomina_Tablas_ISR","OK","GRUPO","","","","","","Grupo menu",""
"841","Semanal","2","840","/nomina/configuracion/isr/semanal","Tabla_ISR_Semanal","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomTablaFiscals.razor","","AUX_VW_AuxCalcIMSSSemanal.sql","grp-extreme-api\src\modules\his\nAuxCalcIMSSSemanal","grp-extreme\src\app\core\models\his\nauxcalcimsssemanal","FK: vista para lectura + entidad/SP para guardar","Migrado a CRUD NOM.TablaFiscal; vista especifica preparada segun regla FK/vista"
"842","Quincenal","2","840","/nomina/configuracion/isr/quincenal","Tabla_ISR_Quincenal","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomTablaFiscals.razor","","AUX_VW_AuxCalcIMSSQuincenal.sql","grp-extreme-api\src\modules\his\nAuxCalcIMSSQuincenal","grp-extreme\src\app\core\models\his\nauxcalcimssquincenal","FK: vista para lectura + entidad/SP para guardar","Migrado a CRUD NOM.TablaFiscal; vista especifica preparada segun regla FK/vista"
"843","Mensual","2","840","/nomina/configuracion/isr/mensual","Tabla_ISR_Mensual","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomTablaFiscals.razor","","AUX_VW_AuxCalcIMSSMensual.sql","grp-extreme-api\src\modules\conta\cierreMensual","grp-extreme\src\app\core\models\his\nauxcalcimssmensual","FK: vista para lectura + entidad/SP para guardar","Migrado a CRUD NOM.TablaFiscal; vista especifica preparada segun regla FK/vista"
"850","Prestaciones","1","800","/","Nomina_Prestaciones","OK","GRUPO","","","","","","Grupo menu",""
"860","Subsidios ISR","1","800","/","Nomina_Subsidios_ISR","OK","GRUPO","","","","","","Grupo menu",""
"861","Semanal","2","860","/nomina/configuracion/subsidios/semanal","Subsidio_ISR_Semanal","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomTablaFiscals.razor","","AUX_VW_AuxCalcIMSSSemanal.sql","grp-extreme-api\src\modules\his\nAuxCalcIMSSSemanal","grp-extreme\src\app\core\models\his\nauxcalcimsssemanal","FK: vista para lectura + entidad/SP para guardar","Migrado a CRUD NOM.TablaFiscal; vista especifica preparada segun regla FK/vista"
"862","Quincenal","2","860","/nomina/configuracion/subsidios/quincenal","Subsidio_ISR_Quincenal","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomTablaFiscals.razor","","AUX_VW_AuxCalcIMSSQuincenal.sql","grp-extreme-api\src\modules\his\nAuxCalcIMSSQuincenal","grp-extreme\src\app\core\models\his\nauxcalcimssquincenal","FK: vista para lectura + entidad/SP para guardar","Migrado a CRUD NOM.TablaFiscal; vista especifica preparada segun regla FK/vista"
"863","Mensual","2","860","/nomina/configuracion/subsidios/mensual","Subsidio_ISR_Mensual","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomTablaFiscals.razor","","AUX_VW_AuxCalcIMSSMensual.sql","grp-extreme-api\src\modules\conta\cierreMensual","grp-extreme\src\app\core\models\his\nauxcalcimssmensual","FK: vista para lectura + entidad/SP para guardar","Migrado a CRUD NOM.TablaFiscal; vista especifica preparada segun regla FK/vista"
"870","Impuestos","1","800","/","Nomina_Impuestos","OK","GRUPO","","","","","","Grupo menu",""
"871","Base Gravable","2","870","/nomina/configuracion/impuestos/base-gravable","Base_Gravable","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomTablaFiscals.razor","","","grp-extreme-api\src\modules\sis\baseGravable","grp-extreme\src\app\core\models\sis\basegravable","Simple: catalogo/entidad directa","Migrado a CRUD NOM.TablaFiscal; vista especifica preparada segun regla FK/vista"
"872","Impuestos Locales","2","870","/nomina/configuracion/impuestos/locales","Impuestos_Locales","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomTablaFiscals.razor","","","","","Simple: catalogo/entidad directa","Migrado a CRUD NOM.TablaFiscal; vista especifica preparada segun regla FK/vista"
"880","IMSS","1","800","/","Nomina_IMSS","OK","GRUPO","","","","","","Grupo menu",""
"881","Prestaciones Minimas de Ley","2","880","/nomina/configuracion/imss/prestaciones","Prestaciones_Minimas","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomFactorInts.razor","","","","","Simple: catalogo/entidad directa","Migrado a CRUD NOM.FactorInt; vista NOM.Vw_PrestacionesMinimas preparada"
"882","Clase IMSS","2","880","/nomina/configuracion/imss/clase","Clase_IMSS","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomTablaFiscals.razor","","","grp-extreme-api\src\modules\rh\claseMovto","grp-extreme\src\app\core\models\rh\clasemovto","Simple: catalogo/entidad directa","Migrado a CRUD NOM.TablaFiscal; vista especifica preparada segun regla FK/vista"
"883","Fraccion IMSS","2","880","/nomina/configuracion/imss/fraccion","Fraccion_IMSS","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomTablaFiscals.razor","","","grp-extreme-api\src\modules\orco\fraccion","grp-extreme\src\app\core\models\orco\fraccion","Simple: catalogo/entidad directa","Migrado a CRUD NOM.TablaFiscal; vista especifica preparada segun regla FK/vista"
